id,region
294,Prague
295,Hamburg
296,Prague
297,Prague
298,Hamburg
299,Hamburg
300,Hamburg
301,Hamburg
302,Hamburg
303,Prague
304,Hamburg
305,Prague
306,Prague
307,Hamburg
308,Hamburg
309,Hamburg
310,Hamburg
311,Hamburg
312,Prague
313,Hamburg
314,Prague
315,Prague
316,Hamburg
317,Hamburg
318,Hamburg
319,Hamburg
320,Hamburg
321,Prague
322,Hamburg
323,Prague
324,Prague
325,Hamburg
326,Hamburg
327,Hamburg
328,Hamburg
329,Hamburg
330,Prague
331,Hamburg
332,Prague
333,Prague
334,Hamburg
335,Hamburg
336,Hamburg
337,Hamburg
338,Hamburg
339,Prague
340,Hamburg
341,Prague
342,Prague
343,Hamburg
344,Hamburg
345,Hamburg
346,Hamburg
347,Hamburg
348,Prague
349,Hamburg
350,Prague
351,Prague
352,Hamburg
353,Hamburg
354,Hamburg
355,Hamburg
356,Hamburg
357,Prague
358,Hamburg
359,Prague
360,Prague
361,Hamburg
362,Hamburg
363,Hamburg
364,Hamburg
365,Hamburg
366,Prague
367,Hamburg
368,Prague
369,Prague
370,Hamburg
371,Hamburg
372,Hamburg
373,Hamburg
374,Hamburg
375,Prague
376,Hamburg
377,Prague
378,Prague
379,Hamburg
380,Hamburg
381,Hamburg
382,Hamburg
383,Hamburg
384,Prague
385,Hamburg
386,Prague
387,Prague
388,Hamburg
389,Hamburg
390,Hamburg
391,Hamburg
392,Hamburg
393,Prague
394,Hamburg
395,Prague
396,Prague
397,Hamburg
398,Hamburg
399,Hamburg
400,Hamburg
401,Hamburg
402,Prague
403,Hamburg
404,Prague
405,Prague
406,Hamburg
407,Hamburg
408,Hamburg
409,Hamburg
410,Hamburg
411,Prague
412,Hamburg
413,Prague
414,Prague
415,Hamburg
416,Hamburg
417,Hamburg
418,Hamburg
419,Hamburg
420,Prague
421,Hamburg
422,Prague
423,Prague
424,Hamburg
425,Hamburg
426,Hamburg
427,Hamburg
428,Hamburg
429,Prague
430,Hamburg
431,Prague
432,Prague
433,Hamburg
434,Hamburg
435,Hamburg
436,Hamburg
437,Hamburg
438,Prague
439,Hamburg
440,Prague
441,Prague
442,Hamburg
443,Hamburg
444,Hamburg
445,Hamburg
446,Hamburg
447,Prague
448,Hamburg
449,Prague
450,Prague
451,Hamburg
452,Hamburg
453,Hamburg
454,Hamburg
455,Hamburg
456,Prague
457,Hamburg
458,Prague
459,Prague
460,Hamburg
461,Hamburg
462,Hamburg
463,Hamburg
464,Hamburg
465,Prague
466,Hamburg
467,Prague
468,Prague
469,Hamburg
470,Hamburg
471,Hamburg
472,Hamburg
473,Hamburg
474,Prague
475,Hamburg
476,Prague
477,Prague
478,Hamburg
479,Hamburg
480,Hamburg
481,Hamburg
482,Hamburg
483,Prague
484,Hamburg
485,Prague
486,Prague
487,Hamburg
488,Hamburg
489,Hamburg
490,Hamburg
491,Hamburg
492,Prague
493,Hamburg
494,Prague
495,Prague
496,Hamburg
497,Hamburg
498,Hamburg
499,Hamburg
500,Hamburg
501,Prague
502,Hamburg
503,Prague
504,Prague
505,Hamburg
506,Hamburg
507,Hamburg
508,Hamburg
509,Hamburg
510,Prague
511,Hamburg
512,Prague
513,Prague
514,Hamburg
515,Hamburg
516,Hamburg
517,Hamburg
518,Hamburg
519,Prague
520,Hamburg
521,Prague
522,Prague
523,Hamburg
524,Hamburg
525,Hamburg
526,Hamburg
527,Hamburg
528,Prague
529,Hamburg
530,Prague
531,Prague
532,Hamburg
533,Hamburg
534,Hamburg
535,Hamburg
536,Hamburg
537,Prague
538,Hamburg
539,Prague
540,Prague
541,Hamburg
542,Hamburg
543,Hamburg
544,Hamburg
545,Hamburg
546,Prague
547,Hamburg
548,Prague
549,Prague
550,Hamburg
551,Hamburg
552,Hamburg
553,Hamburg
554,Hamburg
555,Prague
556,Hamburg
557,Prague
558,Prague
559,Hamburg
560,Hamburg
561,Hamburg
562,Hamburg
563,Hamburg
564,Prague
565,Hamburg
566,Prague
567,Prague
568,Hamburg
569,Hamburg
570,Hamburg
571,Hamburg
572,Hamburg
573,Prague
574,Hamburg
575,Prague
576,Prague
577,Hamburg
578,Hamburg
579,Hamburg
580,Hamburg
581,Hamburg
582,Prague
583,Hamburg
584,Prague
585,Prague
586,Hamburg
587,Hamburg
588,Hamburg
589,Hamburg
590,Hamburg
591,Prague
592,Hamburg
593,Prague
594,Prague
595,Hamburg
596,Hamburg
597,Hamburg
598,Hamburg
599,Hamburg
600,Prague
601,Hamburg
602,Prague
603,Prague
604,Hamburg
605,Hamburg
606,Hamburg
607,Hamburg
608,Hamburg
609,Prague
610,Hamburg
611,Prague
612,Prague
613,Hamburg
614,Hamburg
615,Hamburg
616,Hamburg
617,Hamburg
618,Prague
619,Hamburg
620,Prague
621,Prague
622,Hamburg
623,Hamburg
624,Hamburg
625,Hamburg
626,Hamburg
627,Prague
628,Hamburg
629,Prague
630,Prague
631,Hamburg
632,Hamburg
633,Hamburg
634,Hamburg
635,Hamburg
636,Prague
637,Hamburg
638,Prague
639,Prague
640,Hamburg
641,Hamburg
642,Hamburg
643,Hamburg
644,Hamburg
645,Prague
646,Hamburg
647,Prague
648,Prague
649,Hamburg
650,Hamburg
651,Hamburg
652,Hamburg
653,Hamburg
654,Prague
655,Hamburg
656,Prague
657,Prague
658,Hamburg
659,Hamburg
660,Hamburg
661,Hamburg
662,Hamburg
663,Prague
664,Hamburg
665,Prague
666,Prague
667,Hamburg
668,Hamburg
669,Hamburg
670,Hamburg
671,Hamburg
672,Prague
673,Hamburg
674,Prague
675,Prague
676,Hamburg
677,Hamburg
678,Hamburg
679,Hamburg
680,Hamburg
681,Prague
682,Hamburg
683,Prague
684,Prague
685,Hamburg
686,Hamburg
687,Hamburg
688,Hamburg
689,Hamburg
690,Prague
691,Hamburg
692,Prague
693,Prague
694,Hamburg
695,Hamburg
696,Hamburg
697,Hamburg
698,Hamburg
699,Prague
700,Hamburg
701,Prague
702,Prague
703,Hamburg
704,Hamburg
705,Hamburg
706,Hamburg
707,Hamburg
708,Prague
709,Hamburg
710,Prague
711,Prague
712,Hamburg
713,Hamburg
714,Hamburg
715,Hamburg
716,Hamburg
717,Prague
718,Hamburg
719,Prague
720,Prague
721,Hamburg
722,Hamburg
723,Hamburg
724,Hamburg
725,Hamburg
726,Prague
727,Hamburg
728,Prague
729,Prague
730,Hamburg
731,Hamburg
732,Hamburg
733,Hamburg
734,Hamburg
735,Prague
736,Hamburg
737,Prague
738,Prague
739,Hamburg
740,Hamburg
741,Hamburg
742,Hamburg
743,Hamburg
744,Prague
745,Hamburg
746,Prague
747,Prague
748,Hamburg
749,Hamburg
750,Hamburg
751,Hamburg
752,Hamburg
753,Prague
754,Hamburg
755,Prague
756,Prague
757,Hamburg
758,Hamburg
759,Hamburg
760,Hamburg
761,Hamburg
762,Prague
763,Hamburg
764,Prague
765,Prague
766,Hamburg
767,Hamburg
768,Hamburg
769,Hamburg
770,Hamburg
771,Prague
772,Hamburg
773,Prague
774,Prague
775,Hamburg
776,Hamburg
777,Hamburg
778,Hamburg
779,Hamburg
780,Prague
781,Hamburg
782,Prague
783,Prague
784,Hamburg
785,Hamburg
786,Hamburg
787,Hamburg
788,Hamburg
789,Prague
790,Hamburg
791,Prague
792,Prague
793,Hamburg
794,Hamburg
795,Hamburg
796,Hamburg
797,Hamburg
798,Prague
799,Hamburg
800,Prague
801,Prague
802,Hamburg
803,Hamburg
804,Hamburg
805,Hamburg
806,Hamburg
807,Prague
808,Hamburg
809,Prague
810,Prague
811,Hamburg
812,Hamburg
813,Hamburg
814,Hamburg
815,Hamburg
816,Prague
817,Hamburg
818,Prague
819,Prague
820,Hamburg
821,Hamburg
822,Hamburg
823,Hamburg
824,Hamburg
825,Prague
826,Hamburg
827,Prague
828,Prague
829,Hamburg
830,Hamburg
831,Hamburg
832,Hamburg
833,Hamburg
834,Prague
835,Hamburg
836,Prague
837,Prague
838,Hamburg
839,Hamburg
840,Hamburg
841,Hamburg
842,Hamburg
843,Prague
844,Hamburg
845,Prague
846,Prague
847,Hamburg
848,Hamburg
849,Hamburg
850,Hamburg
851,Hamburg
852,Prague
853,Hamburg
854,Prague
855,Prague
856,Hamburg
857,Hamburg
858,Hamburg
859,Hamburg
860,Hamburg
861,Prague
862,Hamburg
863,Prague
864,Prague
865,Hamburg
866,Hamburg
867,Hamburg
868,Hamburg
869,Hamburg
870,Prague
871,Hamburg
872,Prague
873,Prague
874,Hamburg
875,Hamburg
876,Hamburg
877,Hamburg
878,Hamburg
879,Prague
880,Hamburg
881,Prague
882,Prague
883,Hamburg
884,Hamburg
885,Hamburg
886,Hamburg
887,Hamburg
888,Prague
889,Hamburg
890,Prague
891,Prague
892,Hamburg
893,Hamburg
894,Hamburg
895,Hamburg
896,Hamburg
897,Prague
898,Hamburg
899,Prague
900,Prague
901,Hamburg
902,Hamburg
903,Hamburg
904,Hamburg
905,Hamburg
906,Prague
907,Hamburg
908,Prague
909,Prague
910,Hamburg
911,Hamburg
912,Hamburg
913,Hamburg
914,Hamburg
915,Prague
916,Hamburg
917,Prague
918,Prague
919,Hamburg
920,Hamburg
921,Hamburg
922,Hamburg
923,Hamburg
924,Prague
925,Hamburg
926,Prague
927,Prague
928,Hamburg
929,Hamburg
930,Hamburg
931,Hamburg
932,Hamburg
933,Prague
934,Hamburg
935,Prague
936,Prague
937,Hamburg
938,Hamburg
939,Hamburg
940,Hamburg
941,Hamburg
942,Prague
943,Hamburg
944,Prague
945,Prague
946,Hamburg
947,Hamburg
948,Hamburg
949,Hamburg
950,Hamburg
951,Prague
952,Hamburg
953,Prague
954,Prague
955,Hamburg
956,Hamburg
957,Hamburg
958,Hamburg
959,Hamburg
960,Prague
961,Hamburg
962,Prague
963,Prague
964,Hamburg
965,Hamburg
966,Hamburg
967,Hamburg
968,Hamburg
969,Prague
970,Hamburg
971,Prague
972,Prague
973,Hamburg
974,Hamburg
975,Hamburg
976,Hamburg
977,Hamburg
978,Prague
979,Hamburg
980,Prague
981,Prague
982,Hamburg
983,Hamburg
984,Hamburg
985,Hamburg
986,Hamburg
987,Prague
988,Hamburg
989,Prague
990,Prague
991,Hamburg
992,Hamburg
993,Hamburg
994,Hamburg
995,Hamburg
996,Prague
997,Hamburg
998,Prague
999,Prague
1000,Hamburg
1001,Hamburg
1002,Hamburg
1003,Hamburg
1004,Hamburg
1005,Prague
1006,Hamburg
1007,Prague
1008,Prague
1009,Hamburg
1010,Hamburg
1011,Hamburg
1012,Hamburg
1013,Hamburg
1014,Prague
1015,Hamburg
1016,Prague
1017,Prague
1018,Hamburg
1019,Hamburg
1020,Hamburg
1021,Hamburg
1022,Hamburg
1023,Prague
1024,Hamburg
1025,Prague
1026,Prague
1027,Hamburg
1028,Hamburg
1029,Hamburg
1030,Hamburg
1031,Hamburg
1032,Prague
1033,Hamburg
1034,Prague
1035,Prague
1036,Hamburg
1037,Hamburg
1038,Hamburg
1039,Hamburg
1040,Hamburg
1041,Prague
1042,Hamburg
1043,Prague
1044,Prague
1045,Hamburg
1046,Hamburg
1047,Hamburg
1048,Hamburg
1049,Hamburg
1050,Prague
1051,Hamburg
1052,Prague
1053,Prague
1054,Hamburg
1055,Hamburg
1056,Hamburg
1057,Hamburg
1058,Hamburg
1059,Prague
1060,Hamburg
1061,Prague
1062,Prague
1063,Hamburg
1064,Hamburg
1065,Hamburg
1066,Hamburg
1067,Hamburg
1068,Prague
1069,Hamburg
1070,Prague
1071,Prague
1072,Hamburg
1073,Hamburg
1074,Hamburg
1075,Hamburg
1076,Hamburg
1077,Prague
1078,Hamburg
1079,Prague
1080,Prague
1081,Hamburg
1082,Hamburg
1083,Hamburg
1084,Hamburg
1085,Hamburg
1086,Prague
1087,Hamburg
1088,Prague
1089,Prague
1090,Hamburg
1091,Hamburg
1092,Hamburg
1093,Hamburg
1094,Hamburg
1095,Prague
1096,Hamburg
1097,Prague
1098,Prague
1099,Hamburg
1100,Hamburg
1101,Hamburg
1102,Hamburg
1103,Hamburg
1104,Prague
1105,Hamburg
1106,Prague
1107,Prague
1108,Hamburg
1109,Hamburg
1110,Hamburg
1111,Hamburg
1112,Hamburg
1113,Prague
1114,Hamburg
1115,Prague
1116,Prague
1117,Hamburg
1118,Hamburg
1119,Hamburg
1120,Hamburg
1121,Hamburg
1122,Prague
1123,Hamburg
1124,Prague
1125,Prague
1126,Hamburg
1127,Hamburg
1128,Hamburg
1129,Hamburg
1130,Hamburg
1131,Prague
1132,Hamburg
1133,Prague
1134,Prague
1135,Hamburg
1136,Hamburg
1137,Hamburg
1138,Hamburg
1139,Hamburg
1140,Prague
1141,Hamburg
1142,Prague
1143,Prague
1144,Hamburg
1145,Hamburg
1146,Hamburg
1147,Hamburg
1148,Hamburg
1149,Prague
1150,Hamburg
1151,Prague
1152,Prague
1153,Hamburg
1154,Hamburg
1155,Hamburg
1156,Hamburg
1157,Hamburg
1158,Prague
1159,Hamburg
1160,Prague
1161,Prague
1162,Hamburg
1163,Hamburg
1164,Hamburg
1165,Hamburg
1166,Hamburg
1167,Prague
1168,Hamburg
1169,Prague
1170,Prague
1171,Hamburg
1172,Hamburg
1173,Hamburg
1174,Hamburg
1175,Hamburg
1176,Prague
1177,Hamburg
1178,Prague
1179,Prague
1180,Hamburg
1181,Hamburg
1182,Hamburg
1183,Hamburg
1184,Hamburg
1185,Prague
1186,Hamburg
1187,Prague
1188,Prague
1189,Hamburg
1190,Hamburg
1191,Hamburg
1192,Hamburg
1193,Hamburg
1194,Prague
1195,Hamburg
1196,Prague
1197,Prague
1198,Hamburg
1199,Hamburg
1200,Hamburg
1201,Hamburg
1202,Hamburg
1203,Prague
1204,Hamburg
1205,Prague
1206,Prague
1207,Hamburg
1208,Hamburg
1209,Hamburg
1210,Hamburg
1211,Hamburg
1212,Prague
1213,Hamburg
1214,Prague
1215,Prague
1216,Hamburg
1217,Hamburg
1218,Hamburg
1219,Hamburg
1220,Hamburg
1221,Prague
1222,Hamburg
1223,Prague
1224,Prague
1225,Hamburg
1226,Hamburg
1227,Hamburg
1228,Hamburg
1229,Hamburg
1230,Prague
1231,Hamburg
1232,Prague
1233,Prague
1234,Hamburg
1235,Hamburg
1236,Hamburg
1237,Hamburg
1238,Hamburg
1239,Prague
1240,Hamburg
1241,Prague
1242,Prague
1243,Hamburg
1244,Hamburg
1245,Hamburg
1246,Hamburg
1247,Hamburg
1248,Prague
1249,Hamburg
1250,Prague
1251,Prague
1252,Hamburg
1253,Hamburg
1254,Hamburg
1255,Hamburg
1256,Hamburg
1257,Prague
1258,Hamburg
1259,Prague
1260,Prague
1261,Hamburg
1262,Hamburg
1263,Hamburg
1264,Hamburg
1265,Hamburg
1266,Prague
1267,Hamburg
1268,Prague
1269,Prague
1270,Hamburg
1271,Hamburg
1272,Hamburg
1273,Hamburg
1274,Hamburg
1275,Prague
1276,Hamburg
1277,Prague
1278,Prague
1279,Hamburg
1280,Hamburg
1281,Hamburg
1282,Hamburg
1283,Hamburg
1284,Prague
1285,Hamburg
1286,Prague
1287,Prague
1288,Hamburg
1289,Hamburg
1290,Hamburg
1291,Hamburg
1292,Hamburg
1293,Prague
1294,Hamburg
1295,Prague
1296,Prague
1297,Hamburg
1298,Hamburg
1299,Hamburg
1300,Hamburg
1301,Hamburg
1302,Prague
1303,Hamburg
1304,Prague
1305,Prague
1306,Hamburg
1307,Hamburg
1308,Hamburg
1309,Hamburg
1310,Hamburg
1311,Prague
1312,Hamburg
1313,Prague
1314,Prague
1315,Hamburg
1316,Hamburg
1317,Hamburg
1318,Hamburg
1319,Hamburg
1320,Prague
1321,Hamburg
1322,Prague
1323,Prague
1324,Hamburg
1325,Hamburg
1326,Hamburg
1327,Hamburg
1328,Hamburg
1329,Prague
1330,Hamburg
1331,Prague
1332,Prague
1333,Hamburg
1334,Hamburg
1335,Hamburg
1336,Hamburg
1337,Hamburg
1338,Prague
1339,Hamburg
1340,Prague
1341,Prague
1342,Hamburg
1343,Hamburg
1344,Hamburg
1345,Hamburg
1346,Hamburg
1347,Prague
1348,Hamburg
1349,Prague
1350,Prague
1351,Hamburg
1352,Hamburg
1353,Hamburg
1354,Hamburg
1355,Hamburg
1356,Prague
1357,Hamburg
1358,Prague
1359,Prague
1360,Hamburg
1361,Hamburg
1362,Hamburg
1363,Hamburg
1364,Hamburg
1365,Prague
1366,Hamburg
1367,Prague
1368,Prague
1369,Hamburg
1370,Hamburg
1371,Hamburg
1372,Hamburg
1373,Hamburg
1374,Prague
1375,Hamburg
1376,Prague
1377,Prague
1378,Hamburg
1379,Hamburg
1380,Hamburg
1381,Hamburg
1382,Hamburg
1383,Prague
1384,Hamburg
1385,Prague
1386,Prague
1387,Hamburg
1388,Hamburg
1389,Hamburg
1390,Hamburg
1391,Hamburg
1392,Prague
1393,Hamburg
1394,Prague
1395,Prague
1396,Hamburg
1397,Hamburg
1398,Hamburg
1399,Hamburg
1400,Hamburg
1401,Prague
1402,Hamburg
1403,Prague
1404,Prague
1405,Hamburg
1406,Hamburg
1407,Hamburg
1408,Hamburg
1409,Hamburg
1410,Prague
1411,Hamburg
1412,Prague
1413,Prague
1414,Hamburg
1415,Hamburg
1416,Hamburg
1417,Hamburg
1418,Hamburg
1419,Prague
1420,Hamburg
1421,Prague
1422,Prague
1423,Hamburg
1424,Hamburg
1425,Hamburg
1426,Hamburg
1427,Hamburg
1428,Prague
1429,Hamburg
1430,Prague
1431,Prague
1432,Hamburg
1433,Hamburg
1434,Hamburg
1435,Hamburg
1436,Hamburg
1437,Prague
1438,Hamburg
1439,Prague
1440,Prague
1441,Hamburg
1442,Hamburg
1443,Hamburg
1444,Hamburg
1445,Hamburg
1446,Prague
1447,Hamburg
1448,Prague
1449,Prague
1450,Hamburg
1451,Hamburg
1452,Hamburg
1453,Hamburg
1454,Hamburg
1455,Prague
1456,Hamburg
1457,Prague
1458,Prague
1459,Hamburg
1460,Hamburg
1461,Hamburg
1462,Hamburg
1463,Hamburg
1464,Prague
1465,Hamburg
1466,Prague
1467,Prague
1468,Hamburg
1469,Hamburg
1470,Hamburg
1471,Hamburg
1472,Hamburg
1473,Prague
1474,Hamburg
1475,Prague
1476,Prague
1477,Hamburg
1478,Hamburg
1479,Hamburg
1480,Hamburg
1481,Hamburg
1482,Prague
1483,Hamburg
1484,Prague
1485,Prague
1486,Hamburg
1487,Hamburg
1488,Hamburg
1489,Hamburg
1490,Hamburg
1491,Prague
1492,Hamburg
1493,Prague
1494,Prague
1495,Hamburg
1496,Hamburg
1497,Hamburg
1498,Hamburg
1499,Hamburg
1500,Prague
1501,Hamburg
1502,Prague
1503,Prague
1504,Hamburg
1505,Hamburg
1506,Hamburg
1507,Hamburg
1508,Hamburg
1509,Prague
1510,Hamburg
1511,Prague
1512,Prague
1513,Hamburg
1514,Hamburg
1515,Hamburg
1516,Hamburg
1517,Hamburg
1518,Prague
1519,Hamburg
1520,Prague
1521,Prague
1522,Hamburg
1523,Hamburg
1524,Hamburg
1525,Hamburg
1526,Hamburg
1527,Prague
1528,Hamburg
1529,Prague
1530,Prague
1531,Hamburg
1532,Hamburg
1533,Hamburg
1534,Hamburg
1535,Hamburg
1536,Prague
1537,Hamburg
1538,Prague
1539,Prague
1540,Hamburg
1541,Hamburg
1542,Hamburg
1543,Hamburg
1544,Hamburg
1545,Prague
1546,Hamburg
1547,Prague
1548,Prague
1549,Hamburg
1550,Hamburg
1551,Hamburg
1552,Hamburg
1553,Hamburg
1554,Prague
1555,Hamburg
1556,Prague
1557,Prague
1558,Hamburg
1559,Hamburg
1560,Hamburg
1561,Hamburg
1562,Hamburg
1563,Prague
1564,Hamburg
1565,Prague
1566,Prague
1567,Hamburg
1568,Hamburg
1569,Hamburg
1570,Hamburg
1571,Hamburg
1572,Prague
1573,Hamburg
1574,Prague
1575,Prague
1576,Hamburg
1577,Hamburg
1578,Hamburg
1579,Hamburg
1580,Hamburg
1581,Prague
1582,Hamburg
1583,Prague
1584,Prague
1585,Hamburg
1586,Hamburg
1587,Hamburg
1588,Hamburg
1589,Hamburg
1590,Prague
1591,Hamburg
1592,Prague
1593,Prague
1594,Hamburg
1595,Hamburg
1596,Hamburg
1597,Hamburg
1598,Hamburg
1599,Prague
1600,Hamburg
1601,Prague
1602,Prague
1603,Hamburg
1604,Hamburg
1605,Hamburg
1606,Hamburg
1607,Hamburg
1608,Prague
1609,Hamburg
1610,Prague
1611,Prague
1612,Hamburg
1613,Hamburg
1614,Hamburg
1615,Hamburg
1616,Hamburg
1617,Prague
1618,Hamburg
1619,Prague
1620,Prague
1621,Hamburg
1622,Hamburg
1623,Hamburg
1624,Hamburg
1625,Hamburg
1626,Prague
1627,Hamburg
1628,Prague
1629,Prague
1630,Hamburg
1631,Hamburg
1632,Hamburg
1633,Hamburg
1634,Hamburg
1635,Prague
1636,Hamburg
1637,Prague
1638,Prague
1639,Hamburg
1640,Hamburg
1641,Hamburg
1642,Hamburg
1643,Hamburg
1644,Prague
1645,Hamburg
1646,Prague
1647,Prague
1648,Hamburg
1649,Hamburg
1650,Hamburg
1651,Hamburg
1652,Hamburg
1653,Prague
1654,Hamburg
1655,Prague
1656,Prague
1657,Hamburg
1658,Hamburg
1659,Hamburg
1660,Hamburg
1661,Hamburg
1662,Prague
1663,Hamburg
1664,Prague
1665,Prague
1666,Hamburg
1667,Hamburg
1668,Hamburg
1669,Hamburg
1670,Hamburg
1671,Prague
1672,Hamburg
1673,Prague
1674,Prague
1675,Hamburg
1676,Hamburg
1677,Hamburg
1678,Hamburg
1679,Hamburg
1680,Prague
1681,Hamburg
1682,Prague
1683,Prague
1684,Hamburg
1685,Hamburg
1686,Hamburg
1687,Hamburg
1688,Hamburg
1689,Prague
1690,Hamburg
1691,Prague
1692,Prague
1693,Hamburg
1694,Hamburg
1695,Hamburg
1696,Hamburg
1697,Hamburg
1698,Prague
1699,Hamburg
1700,Prague
1701,Prague
1702,Hamburg
1703,Hamburg
1704,Hamburg
1705,Hamburg
1706,Hamburg
1707,Prague
1708,Hamburg
1709,Prague
1710,Prague
1711,Hamburg
1712,Hamburg
1713,Hamburg
1714,Hamburg
1715,Hamburg
1716,Prague
1717,Hamburg
1718,Prague
1719,Prague
1720,Hamburg
1721,Hamburg
1722,Hamburg
1723,Hamburg
1724,Hamburg
1725,Prague
1726,Hamburg
1727,Prague
1728,Prague
1729,Hamburg
1730,Hamburg
1731,Hamburg
1732,Hamburg
1733,Hamburg
1734,Prague
1735,Hamburg
1736,Prague
1737,Prague
1738,Hamburg
1739,Hamburg
1740,Hamburg
1741,Hamburg
1742,Hamburg
1743,Prague
1744,Hamburg
1745,Prague
1746,Prague
1747,Hamburg
1748,Hamburg
1749,Hamburg
1750,Hamburg
1751,Hamburg
1752,Prague
1753,Hamburg
1754,Prague
1755,Prague
1756,Hamburg
1757,Hamburg
1758,Hamburg
1759,Hamburg
1760,Hamburg
1761,Prague
1762,Hamburg
1763,Prague
1764,Prague
1765,Hamburg
1766,Hamburg
1767,Hamburg
1768,Hamburg
1769,Hamburg
1770,Prague
1771,Hamburg
1772,Prague
1773,Prague
1774,Hamburg
1775,Hamburg
1776,Hamburg
1777,Hamburg
1778,Hamburg
1779,Prague
1780,Hamburg
1781,Prague
1782,Prague
1783,Hamburg
1784,Hamburg
1785,Hamburg
1786,Hamburg
1787,Hamburg
1788,Prague
1789,Hamburg
1790,Prague
1791,Prague
1792,Hamburg
1793,Hamburg
1794,Hamburg
1795,Hamburg
1796,Hamburg
1797,Prague
1798,Hamburg
1799,Prague
1800,Prague
1801,Hamburg
1802,Hamburg
1803,Hamburg
1804,Hamburg
1805,Hamburg
1806,Prague
1807,Hamburg
1808,Prague
